weather_station,date,hour,preciptation,max_temperature,min_temperature,Insolacao,evaporation,average_temperature,average_relative_humidity,average_wind_speed
83587,17/11/16,12:00:00,11.4,,20.1,,,,,
83587,18/11/16,00:00:00,,29.2,,4.4,2.5,22.82,78.25,2.7
83587,18/11/16,12:00:00,7,,20.7,,,,,
83587,19/11/16,00:00:00,,25.7,,9.3,3.8,19.44,46.25,1.033333
83587,19/11/16,12:00:00,8,,16.1,,,,,
83587,20/11/16,00:00:00,,28.1,,11.4,7.8,20.54,53.25,0.866667
83587,20/11/16,12:00:00,0,,13.2,,,,,
83587,21/11/16,00:00:00,,27,,4,6.3,21.9,67.25,1.266667
83587,21/11/16,12:00:00,0,,17.1,,,,,
83587,22/11/16,00:00:00,,27.3,,2.5,3.9,22.22,78.5,1
83587,22/11/16,12:00:00,0,,19.9,,,,,
83587,23/11/16,00:00:00,,23.4,,0,2.1,20.9,88.75,1.1
83587,23/11/16,12:00:00,27.5,,19.3,,,,,
83587,24/11/16,00:00:00,,29.5,,4.9,1,23.72,73.25,0.4
83587,24/11/16,12:00:00,4.1,,19.9,,,,,
83587,25/11/16,00:00:00,,29.2,,6.9,3.9,24.34,64.75,1.533333
83587,25/11/16,12:00:00,0,,21.2,,,,,
83587,26/11/16,00:00:00,,29.4,,7,5.1,24.38,59.75,1.366667
83587,26/11/16,12:00:00,0,,21,,,,,
83587,27/11/16,00:00:00,,29.7,,8.1,6,25,58,1.966667
83587,27/11/16,12:00:00,0,,21,,,,,
83587,28/11/16,00:00:00,,31.2,,8,6.7,25.32,61,1.266667
83587,28/11/16,12:00:00,0,,21.5,,,,,
83587,29/11/16,00:00:00,,31.2,,6,6,24.72,71.5,1.266667
83587,29/11/16,12:00:00,0,,21.2,,,,,
83587,30/11/16,00:00:00,,27.3,,0.7,3.7,22.12,74.75,2.066667
83587,30/11/16,12:00:00,33.6,,20.3,,,,,
83587,01/12/16,00:00:00,,21.6,,0,3.2,19.18,81.25,1.6
83587,01/12/16,12:00:00,0,,18.2,,,,,
83587,02/12/16,00:00:00,,26.6,,6.3,6.4,22.16,67.75,1.366667
83587,02/12/16,12:00:00,1.2,,17.9,,,,,
83587,03/12/16,00:00:00,,29.5,,8.7,3,24.82,60.75,0.533333
83587,03/12/16,12:00:00,0,,20.7,,,,,
83587,04/12/16,00:00:00,,26.2,,1.9,4.6,21.46,83.5,1.033333
83587,04/12/16,12:00:00,16.2,,19.8,,,,,
83587,05/12/16,00:00:00,,24.1,,0.7,1.5,21.6,91,1.6
83587,05/12/16,12:00:00,63.8,,19.3,,,,,
83587,06/12/16,00:00:00,,32,,9,1.3,25.8,55,1.2
83587,06/12/16,12:00:00,13.2,,20.7,,,,,
83587,07/12/16,00:00:00,,32.5,,10.9,6.1,26.68,57,1.5
83587,07/12/16,12:00:00,0,,21.6,,,,,
83587,08/12/16,00:00:00,,29.8,,7.3,5.6,24.4,66.75,1.266667
83587,08/12/16,12:00:00,0,,21.9,,,,,
83587,09/12/16,00:00:00,,30.6,,5.5,4.9,25.26,66.25,0.966667
83587,09/12/16,12:00:00,3.3,,21.4,,,,,
83587,10/12/16,00:00:00,,26.2,,1,3.3,23.2,81.75,1.3
83587,10/12/16,12:00:00,5.1,,21.3,,,,,
83587,11/12/16,00:00:00,,29.2,,3.1,1.4,24.14,73.5,0.8
83587,11/12/16,12:00:00,19.5,,22,,,,,
83587,12/12/16,00:00:00,,29.7,,4.2,2.7,23.64,78,1
83587,12/12/16,12:00:00,4.9,,21.3,,,,,
83587,13/12/16,00:00:00,,26.7,,0.7,2.7,23,84.75,0.466667
83587,13/12/16,12:00:00,17,,20.9,,,,,
83587,14/12/16,00:00:00,,23.9,,0,1.7,21.42,97.5,0.9
83587,14/12/16,12:00:00,49.8,,20,,,,,
83587,15/12/16,00:00:00,,22.3,,0,1.5,19.44,87,2.233333
83587,15/12/16,12:00:00,13.4,,16.3,,,,,
83587,16/12/16,00:00:00,,21.9,,0.1,1.8,18.16,78,1.566667
83587,16/12/16,12:00:00,13,,16.5,,,,,
83587,17/12/16,00:00:00,,25.4,,4.6,2.7,21.3,66,1.666667
83587,17/12/16,12:00:00,0,,16.4,,,,,
83587,18/12/16,00:00:00,,26.9,,4,4.7,22.24,61.25,1.833333
83587,18/12/16,12:00:00,0,,19.4,,,,,
83587,19/12/16,00:00:00,,27.8,,9.1,5.5,22.74,58.5,1.8
83587,19/12/16,12:00:00,0.1,,19.1,,,,,
83587,20/12/16,00:00:00,,28.8,,11,6.2,23.5,54.75,1.7
83587,20/12/16,12:00:00,0,,19.7,,,,,
83587,21/12/16,00:00:00,,28.9,,10.4,6.8,23.84,55.75,1.933333
83587,21/12/16,12:00:00,0,,19.1,,,,,
83587,22/12/16,00:00:00,,31.1,,10.5,6.8,25.42,56.75,1.166667
83587,22/12/16,12:00:00,0,,21.4,,,,,
83587,23/12/16,00:00:00,,31.3,,11.1,6.9,25.86,47.75,1.7
83587,23/12/16,12:00:00,0,,21.6,,,,,
83587,24/12/16,00:00:00,,33.3,,10.9,8.2,27.32,40.5,0.766667
83587,24/12/16,12:00:00,0,,22.3,,,,,
83587,25/12/16,00:00:00,,32.7,,8.2,8.8,23.56,53.25,0.966667
83587,25/12/16,12:00:00,0,,21.4,,,,,
83587,26/12/16,00:00:00,,32,,7,5.8,26.52,57.5,1.033333
83587,26/12/16,12:00:00,1.3,,21.5,,,,,
83587,27/12/16,00:00:00,,31.2,,6.6,5.5,26.14,63,0.5
83587,27/12/16,12:00:00,0,,22.1,,,,,
83587,28/12/16,00:00:00,,31.5,,8.7,4.3,24.12,71.75,1.333333
83587,28/12/16,12:00:00,10,,20.1,,,,,
83587,29/12/16,00:00:00,,31.7,,10.1,4.7,26.32,47.5,1.033333
83587,29/12/16,12:00:00,12.8,,19.9,,,,,
83587,30/12/16,00:00:00,,32,,9.5,6.6,26.78,48.75,0.966667
83587,30/12/16,12:00:00,0,,22.7,,,,,
83587,31/12/16,00:00:00,,31.5,,11.6,6.8,26.1,54,0.9
83587,31/12/16,12:00:00,0,,22,,,,,
83587,01/01/17,00:00:00,,33.2,,9.6,7.6,27.1,43,0.7
83587,01/01/17,12:00:00,0,,21.8,,,,,
83587,02/01/17,00:00:00,,33.4,,7.3,7.4,27.34,46,1.2
83587,02/01/17,12:00:00,0,,23.6,,,,,
83587,03/01/17,00:00:00,,32.3,,7.2,8.9,27.1,51,1.133333
83587,03/01/17,12:00:00,0,,23.9,,,,,
83587,04/01/17,00:00:00,,32.1,,7.7,8.5,26.24,56.25,0.866667
83587,04/01/17,12:00:00,0,,23.1,,,,,
83587,05/01/17,00:00:00,,32.2,,7.1,7.1,26.56,55.25,0.9
83587,05/01/17,12:00:00,0,,22.2,,,,,
83587,06/01/17,00:00:00,,31.9,,7,6.7,26.48,66.25,0.75
83587,06/01/17,12:00:00,0.1,,22.2,,,,,
83587,07/01/17,00:00:00,,31.3,,11.4,5.5,26.16,55.75,1.166667
83587,07/01/17,12:00:00,13.3,,22.3,,,,,
83587,08/01/17,00:00:00,,31.3,,10.2,8.3,26.74,46.25,0.733333
83587,08/01/17,12:00:00,0,,22.3,,,,,
83587,09/01/17,00:00:00,,31.4,,6.1,,26.16,51.25,0.6
83587,09/01/17,12:00:00,0,,23,,,,,
83587,10/01/17,00:00:00,,31.2,,4.6,8.5,25.14,70.25,1.333333
83587,10/01/17,12:00:00,0,,22.3,,,,,
83587,11/01/17,00:00:00,,32,,5.1,4.6,24.76,70,0.766667
83587,11/01/17,12:00:00,10.8,,21.8,,,,,
83587,12/01/17,00:00:00,,32.5,,7.7,4.8,24.62,69.5,1.233333
83587,12/01/17,12:00:00,4.1,,21.6,,,,,
83587,13/01/17,00:00:00,,26,,0,5,23.06,74.25,0.966667
83587,13/01/17,12:00:00,27,,19.7,,,,,
83587,14/01/17,00:00:00,,27.9,,4.6,2.4,23.1,74.75,0.966667
83587,14/01/17,12:00:00,14,,19.4,,,,,
83587,15/01/17,00:00:00,,26.5,,1.1,2.3,22.08,77,1.066667
83587,15/01/17,12:00:00,30.2,,19.2,,,,,
83587,16/01/17,00:00:00,,23.4,,1.2,2.5,21.54,79.5,1.35
83587,16/01/17,12:00:00,4.3,,19.9,,,,,
83587,17/01/17,00:00:00,,27.5,,6.6,3,23.24,61.75,1.266667
83587,17/01/17,12:00:00,0,,20.3,,,,,
83587,18/01/17,00:00:00,,29.7,,11.3,6,24.64,48,1.733333
83587,18/01/17,12:00:00,0,,20.5,,,,,
83587,19/01/17,00:00:00,,30.4,,9.3,7.2,25.04,55.25,0.966667
83587,19/01/17,12:00:00,0,,20.4,,,,,
83587,20/01/17,00:00:00,,28.9,,9.4,7.3,24.64,53.75,1.233333
83587,20/01/17,12:00:00,0,,21.9,,,,,
83587,21/01/17,00:00:00,,28.4,,6.8,6.9,24.28,54.5,1.266667
83587,21/01/17,12:00:00,0,,21.7,,,,,
83587,22/01/17,00:00:00,,29,,8.4,6.8,24.22,53.25,1.566667
83587,22/01/17,12:00:00,0,,21.4,,,,,
83587,23/01/17,00:00:00,,29,,6.4,7.6,24.82,53.75,1.366667
83587,23/01/17,12:00:00,0,,20.5,,,,,
83587,24/01/17,00:00:00,,30.3,,7.6,6.5,24.6,66,1.366667
83587,24/01/17,12:00:00,0,,21.9,,,,,
83587,25/01/17,00:00:00,,29.5,,7.3,4.8,25.68,56,1.3
83587,25/01/17,12:00:00,3.2,,21.9,,,,,
83587,26/01/17,00:00:00,,31.4,,9,6,26.24,55,1.5
83587,26/01/17,12:00:00,0,,22.4,,,,,
83587,27/01/17,00:00:00,,30.3,,10.5,7.3,25.44,51.5,1.133333
83587,27/01/17,12:00:00,0,,22.1,,,,,
83587,28/01/17,00:00:00,,29.8,,9,8,24.66,48.5,1.333333
83587,28/01/17,12:00:00,0,,21.2,,,,,
83587,29/01/17,00:00:00,,29.4,,10,8,24.46,60.25,1.6
83587,29/01/17,12:00:00,0,,21.4,,,,,
83587,30/01/17,00:00:00,,27.7,,4.7,8.2,24.52,56.75,2
83587,30/01/17,12:00:00,0,,21.5,,,,,
83587,31/01/17,00:00:00,,29.7,,9.8,6.4,24.68,54.5,1.533333
83587,31/01/17,12:00:00,0,,21.1,,,,,
83587,01/02/17,00:00:00,,26.9,,1.3,7.7,23.48,62,1.733333
83587,01/02/17,12:00:00,0,,21.1,,,,,
83587,02/02/17,00:00:00,,28.3,,5.7,5.6,23.72,71,1.6
83587,02/02/17,12:00:00,0,,21.5,,,,,
83587,03/02/17,00:00:00,,25.9,,2.1,3.5,22.74,76.25,0.966667
83587,03/02/17,12:00:00,6.1,,20.3,,,,,
83587,04/02/17,00:00:00,,29.7,,5,2.5,22.9,77.25,0.733333
83587,04/02/17,12:00:00,7,,20.5,,,,,
83587,05/02/17,00:00:00,,26,,1.3,3.1,22.52,83.5,0.633333
83587,05/02/17,12:00:00,20.9,,20.5,,,,,
83587,06/02/17,00:00:00,,28.2,,6.5,1.6,22.92,79.5,1.333333
83587,06/02/17,12:00:00,56.4,,19.2,,,,,
83587,07/02/17,00:00:00,,30.2,,5.3,2.9,24.22,73.75,1
83587,07/02/17,12:00:00,8.8,,20.3,,,,,
83587,08/02/17,00:00:00,,28.2,,4.2,3.4,24.18,73.75,1.066667
83587,08/02/17,12:00:00,0.7,,21.5,,,,,
83587,09/02/17,00:00:00,,28.7,,8.7,4,24.08,62.75,1.7
83587,09/02/17,12:00:00,3.6,,20.5,,,,,
83587,10/02/17,00:00:00,,26.5,,6.6,6,23,66.75,1.733333
83587,10/02/17,12:00:00,0,,20.7,,,,,
83587,11/02/17,00:00:00,,28.1,,3.1,4.8,23.8,58.75,1.866667
83587,11/02/17,12:00:00,0,,20.8,,,,,
83587,12/02/17,00:00:00,,27.6,,8.7,6.1,23.7,54.75,2.533333
83587,12/02/17,12:00:00,0,,20.9,,,,,
83587,13/02/17,00:00:00,,26.5,,8,8.2,22.52,65.5,1.9
83587,13/02/17,12:00:00,0,,20.1,,,,,
83587,14/02/17,00:00:00,,27.9,,9.3,5.4,23.52,56.5,2.033333
83587,14/02/17,12:00:00,1,,19.7,,,,,
83587,15/02/17,00:00:00,,27.2,,7.4,8,23.66,62.75,1.1
83587,15/02/17,12:00:00,0,,20.6,,,,,
83587,16/02/17,00:00:00,,28.7,,5.6,6.2,24.28,56,1.55
83587,16/02/17,12:00:00,0,,20.5,,,,,
83587,17/02/17,00:00:00,,30.1,,9,6.8,25.42,53,1.233333
83587,17/02/17,12:00:00,0,,20.9,,,,,
83587,18/02/17,00:00:00,,30.7,,10.3,7.2,25.76,55,1.033333
83587,18/02/17,12:00:00,0,,22.3,,,,,
83587,19/02/17,00:00:00,,30.8,,10.9,7.8,25.3,52.5,1.2
83587,19/02/17,12:00:00,0,,21.8,,,,,
83587,20/02/17,00:00:00,,30.1,,10.1,,25.06,50,1.766667
83587,20/02/17,12:00:00,0,,20,,,,,
83587,21/02/17,00:00:00,,28.4,,10.8,7.2,23.96,57.25,1.966667
83587,21/02/17,12:00:00,1.2,,20.3,,,,,
83587,22/02/17,00:00:00,,27.9,,7.4,6.6,23.48,59.75,2.133333
83587,22/02/17,12:00:00,0,,19.9,,,,,
83587,23/02/17,00:00:00,,31,,10.4,5.6,24.98,53.75,2.133333
83587,23/02/17,12:00:00,0,,20.9,,,,,
83587,24/02/17,00:00:00,,30.5,,8.8,7,25.1,54.25,0.866667
83587,24/02/17,12:00:00,0,,20.6,,,,,
83587,25/02/17,00:00:00,,29.6,,3.8,5.7,23.1,67,1.1
83587,25/02/17,12:00:00,0,,19.6,,,,,
83587,26/02/17,00:00:00,,24.1,,0,3.2,20.68,88.5,0.933333
83587,26/02/17,12:00:00,13.4,,19.6,,,,,
83587,27/02/17,00:00:00,,26.5,,1.1,1.3,21.62,84,0.733333
83587,27/02/17,12:00:00,23,,18.9,,,,,
83587,28/02/17,00:00:00,,26.6,,3.2,2.1,21.86,80,0.633333
83587,28/02/17,12:00:00,0.5,,20.2,,,,,
83587,01/03/17,00:00:00,,27.5,,4.5,2.9,22,74,1.033333
83587,01/03/17,12:00:00,6.2,,18.8,,,,,
83587,02/03/17,00:00:00,,30.5,,6.2,3,24.98,63,1.1
83587,02/03/17,12:00:00,0,,20.2,,,,,
83587,03/03/17,00:00:00,,30,,9.3,4.9,25.46,57.5,1.266667
83587,03/03/17,12:00:00,0,,22.5,,,,,
83587,04/03/17,00:00:00,,31.6,,8.5,6,25.76,53.25,0.8
83587,04/03/17,12:00:00,0,,21,,,,,
83587,05/03/17,00:00:00,,30.1,,4.6,6.1,25.6,61.25,1.066667
83587,05/03/17,12:00:00,0,,22.7,,,,,
83587,06/03/17,00:00:00,,32.2,,8.2,4.8,27.02,53.75,0.933333
83587,06/03/17,12:00:00,0,,22.2,,,,,
83587,07/03/17,00:00:00,,31,,5.5,6.6,26.58,61.75,0.933333
83587,07/03/17,12:00:00,0,,23.1,,,,,
83587,08/03/17,00:00:00,,29.8,,7.8,5.3,23.24,78.25,1.5
83587,08/03/17,12:00:00,0,,20.2,,,,,
83587,09/03/17,00:00:00,,27.3,,8,3.4,23.26,68.25,1.133333
83587,09/03/17,12:00:00,31.8,,19.9,,,,,
83587,10/03/17,00:00:00,,29.8,,9.3,4.3,24.62,61.5,1.633333
83587,10/03/17,12:00:00,0,,20.9,,,,,
83587,11/03/17,00:00:00,,30,,9.5,5.7,24.56,55,1.033333
83587,11/03/17,12:00:00,0,,21.1,,,,,
83587,12/03/17,00:00:00,,28.9,,10.3,8.2,24.28,51.75,1.3
83587,12/03/17,12:00:00,0,,21.2,,,,,
83587,13/03/17,00:00:00,,31.4,,10,6.8,26.24,44,1.366667
83587,13/03/17,12:00:00,0,,20.9,,,,,
83587,14/03/17,00:00:00,,29.6,,8.7,8.7,25.04,53,1.666667
83587,14/03/17,12:00:00,0,,22,,,,,
83587,15/03/17,00:00:00,,28.8,,9.4,7.5,24.32,55,0.733333
83587,15/03/17,12:00:00,0,,22,,,,,
83587,16/03/17,00:00:00,,28.9,,9.7,7.2,23.96,55,0.733333
83587,16/03/17,12:00:00,0,,20.7,,,,,
83587,17/03/17,00:00:00,,30.9,,8.3,7.2,25.48,52,1
83587,17/03/17,12:00:00,0,,20.4,,,,,
83587,18/03/17,00:00:00,,31.3,,8.3,6.5,26.04,58.75,1.533333
83587,18/03/17,12:00:00,0,,22.4,,,,,
83587,19/03/17,00:00:00,,25.9,,0.6,5.8,21.92,72.25,0.733333
83587,19/03/17,12:00:00,48.2,,19,,,,,
83587,20/03/17,00:00:00,,25.6,,1.3,3.5,21.44,77.25,0.866667
83587,20/03/17,12:00:00,0,,19.8,,,,,
83587,21/03/17,00:00:00,,29.1,,8.5,3.6,22.58,57,1.3
83587,21/03/17,12:00:00,0,,17.8,,,,,
83587,22/03/17,00:00:00,,28.4,,9.3,6.2,22.94,51.5,1.15
83587,22/03/17,12:00:00,0,,18.3,,,,,
83587,23/03/17,00:00:00,,27.7,,8.1,6.1,22.8,49.25,1.066667
83587,23/03/17,12:00:00,0,,17.9,,,,,
83587,24/03/17,00:00:00,,29.7,,7.8,6.3,23.96,48.25,1.133333
83587,24/03/17,12:00:00,0,,19.1,,,,,
83587,25/03/17,00:00:00,,31.1,,9,6.1,25.22,49.5,0.466667
83587,25/03/17,12:00:00,0,,20,,,,,
83587,26/03/17,00:00:00,,31.5,,8.9,6.8,25.52,54.75,1.1
83587,26/03/17,12:00:00,0,,20.7,,,,,
83587,27/03/17,00:00:00,,27.8,,4,,22.36,75.75,1.166667
83587,27/03/17,12:00:00,0,,19.8,,,,,
83587,28/03/17,00:00:00,,23.5,,2.1,2.3,20.56,77.5,1.15
83587,28/03/17,12:00:00,19.5,,19.8,,,,,
83587,29/03/17,00:00:00,,27.1,,5.7,3.2,21.6,51.75,1.066667
83587,29/03/17,12:00:00,0.8,,17.3,,,,,
83587,30/03/17,00:00:00,,28.5,,7.4,5.3,22.36,53.75,1.466667
83587,30/03/17,12:00:00,0,,17,,,,,
83587,31/03/17,00:00:00,,29.2,,8.2,,22.78,53.75,1.333333
83587,31/03/17,12:00:00,0,,17.5,,,,,
83587,01/04/17,00:00:00,,28,,8.5,6.2,21.5,51.25,1.6
83587,01/04/17,12:00:00,0,,16.5,,,,,
83587,02/04/17,00:00:00,,26.5,,7.2,6.3,21.7,49.25,1.333333
83587,02/04/17,12:00:00,0,,17,,,,,
83587,03/04/17,00:00:00,,28.9,,7.5,5.8,23.18,49.5,1.166667
83587,03/04/17,12:00:00,0,,18.7,,,,,
83587,04/04/17,00:00:00,,27.7,,8.7,6.4,23.08,54.25,1.233333
83587,04/04/17,12:00:00,0,,19.3,,,,,
83587,05/04/17,00:00:00,,29.7,,8.2,6.6,23.78,54.25,1.033333
83587,05/04/17,12:00:00,0,,19.8,,,,,
83587,06/04/17,00:00:00,,29.1,,6.1,5.5,24.86,59.25,1.3
83587,06/04/17,12:00:00,0,,20.4,,,,,
83587,07/04/17,00:00:00,,28.6,,3.9,5,24.72,62.25,1.45
83587,07/04/17,12:00:00,0,,21.7,,,,,
83587,08/04/17,00:00:00,,28.4,,4.2,4.5,24.7,61.75,0.766667
83587,08/04/17,12:00:00,2.3,,22.4,,,,,
83587,09/04/17,00:00:00,,28,,3.4,5.3,23.82,63,1.566667
83587,09/04/17,12:00:00,0,,21.6,,,,,
83587,10/04/17,00:00:00,,26.8,,2.9,4.8,23.3,66.75,1.066667
83587,10/04/17,12:00:00,0,,20.9,,,,,
83587,11/04/17,00:00:00,,29.6,,6.7,3.4,24.46,60,1.033333
83587,11/04/17,12:00:00,0,,19.9,,,,,
83587,12/04/17,00:00:00,,29.7,,5.8,4.4,24.52,71.25,1.1
83587,12/04/17,12:00:00,0,,21.1,,,,,
83587,13/04/17,00:00:00,,27,,5.7,4.1,22.36,67.75,1.4
83587,13/04/17,12:00:00,10.7,,19.9,,,,,
83587,14/04/17,00:00:00,,27.4,,5.3,3.8,22.54,68,1.833333
83587,14/04/17,12:00:00,0,,19.3,,,,,
83587,15/04/17,00:00:00,,27.3,,6.4,4.6,22.6,70.75,1
83587,15/04/17,12:00:00,0,,19.8,,,,,
83587,16/04/17,00:00:00,,28.5,,7.9,4.5,22.92,59.25,1.066667
83587,16/04/17,12:00:00,0.9,,19.1,,,,,
83587,17/04/17,00:00:00,,30.8,,8.5,4.1,25.1,48.75,1.233333
83587,17/04/17,12:00:00,0,,19.3,,,,,
83587,18/04/17,00:00:00,,27,,5.7,6.7,22.42,63.5,1.333333
83587,18/04/17,12:00:00,0,,20.1,,,,,
83587,19/04/17,00:00:00,,24.5,,4.7,4.3,20.12,70.5,1.366667
83587,19/04/17,12:00:00,0,,18.5,,,,,
83587,20/04/17,00:00:00,,25.4,,7.8,4.1,20.46,69,1.166667
83587,20/04/17,12:00:00,0,,18.1,,,,,
83587,21/04/17,00:00:00,,26.9,,7.5,4.6,21.5,64.75,0.633333
83587,21/04/17,12:00:00,0,,17.5,,,,,
83587,22/04/17,00:00:00,,26.1,,1.9,3.8,22.28,71.5,0.433333
83587,22/04/17,12:00:00,0,,19.2,,,,,
83587,23/04/17,00:00:00,,26.6,,5.7,3.3,21.9,69.25,0.766667
83587,23/04/17,12:00:00,0.2,,19.7,,,,,
83587,24/04/17,00:00:00,,26,,8.6,4.2,21.74,69,1.866667
83587,24/04/17,12:00:00,0,,18.5,,,,,
83587,25/04/17,00:00:00,,27.2,,8.4,4.2,22.58,67,1.5
83587,25/04/17,12:00:00,0,,19.5,,,,,
83587,26/04/17,00:00:00,,29.9,,9.1,3.8,23.82,64.25,1.233333
83587,26/04/17,12:00:00,0,,19,,,,,
83587,27/04/17,00:00:00,,29.5,,7.4,4.3,23.82,72.5,1.2
83587,27/04/17,12:00:00,8.4,,20.4,,,,,
83587,28/04/17,00:00:00,,24.2,,1.3,3.8,20.58,86.25,1.25
83587,28/04/17,12:00:00,3.6,,19,,,,,
83587,29/04/17,00:00:00,,23.1,,1.3,1.5,20.06,77.75,1.766667
83587,29/04/17,12:00:00,25.5,,19,,,,,
83587,30/04/17,00:00:00,,24.5,,4.7,2.7,19.56,74.5,0.933333
83587,30/04/17,12:00:00,0,,17.6,,,,,
83587,01/05/17,00:00:00,,25.1,,7.8,0.4,19.78,65.5,1
83587,01/05/17,12:00:00,0,,15.7,,,,,
83587,02/05/17,00:00:00,,25.2,,3.9,3.4,20.26,66.25,1.8
83587,02/05/17,12:00:00,0,,17.1,,,,,
83587,03/05/17,00:00:00,,24.8,,5,4,20.5,65.25,1.1
83587,03/05/17,12:00:00,0,,17.9,,,,,
83587,04/05/17,00:00:00,,25.2,,8.5,4.2,20.96,63.75,1.366667
83587,04/05/17,12:00:00,0,,18.1,,,,,
83587,05/05/17,00:00:00,,27.2,,9.1,3.8,21.5,61.25,0.966667
83587,05/05/17,12:00:00,0,,17.1,,,,,
83587,06/05/17,00:00:00,,24.2,,1.4,4.6,20.96,72.25,0.466667
83587,06/05/17,12:00:00,0,,18.2,,,,,
83587,07/05/17,00:00:00,,28,,9.2,0,21.68,60.25,1.066667
83587,07/05/17,12:00:00,0.5,,17.5,,,,,
83587,08/05/17,00:00:00,,27.7,,7.9,,21.68,55,1.566667
83587,08/05/17,12:00:00,0,,16.9,,,,,
83587,09/05/17,00:00:00,,28.5,,9,4,22.72,55.5,1.333333
83587,09/05/17,12:00:00,0,,18.1,,,,,
83587,10/05/17,00:00:00,,27.8,,6.7,5.3,22.48,56,1.55
83587,10/05/17,12:00:00,0,,17.5,,,,,
83587,11/05/17,00:00:00,,26.5,,5.9,4.8,21.42,60,1.266667
83587,11/05/17,12:00:00,0,,18,,,,,
83587,12/05/17,00:00:00,,26,,8.4,5,20.34,55.75,0.733333
83587,12/05/17,12:00:00,0,,15.5,,,,,
83587,13/05/17,00:00:00,,27.1,,8,5.2,20.52,58.75,0.633333
83587,13/05/17,12:00:00,0,,16.3,,,,,
83587,14/05/17,00:00:00,,28.6,,7.5,3.8,23.28,52.75,1.4
83587,14/05/17,12:00:00,0,,16.6,,,,,
83587,15/05/17,00:00:00,,25.5,,2.2,5.8,22.12,73.25,0.8
83587,15/05/17,12:00:00,0,,19.2,,,,,
83587,16/05/17,00:00:00,,26.7,,1.8,2.9,21.24,78.5,1.1
83587,16/05/17,12:00:00,0,,19.2,,,,,
83587,17/05/17,00:00:00,,22.9,,4.8,3,19.68,75.25,2.133333
83587,17/05/17,12:00:00,0,,17.9,,,,,
83587,18/05/17,00:00:00,,23.2,,4.8,3,19.3,74.75,1.966667
83587,18/05/17,12:00:00,0,,17.3,,,,,
83587,19/05/17,00:00:00,,20.1,,0,3,18.84,80.25,1.7
83587,19/05/17,12:00:00,0,,17.4,,,,,
83587,20/05/17,00:00:00,,22,,0,1.3,19.18,84,0.766667
83587,20/05/17,12:00:00,13.9,,17,,,,,
83587,21/05/17,00:00:00,,24,,2.6,1.7,20.58,80,1.7
83587,21/05/17,12:00:00,0.4,,18.2,,,,,
83587,22/05/17,00:00:00,,26.4,,0.9,2.7,21.78,80.5,0.966667
83587,22/05/17,12:00:00,0,,19.1,,,,,
83587,23/05/17,00:00:00,,27,,7.3,5.2,21.54,71.5,1
83587,23/05/17,12:00:00,6,,18.3,,,,,
83587,24/05/17,00:00:00,,25.6,,8.9,3.7,20.98,67,1.7
83587,24/05/17,12:00:00,0,,18.3,,,,,
83587,25/05/17,00:00:00,,26.1,,8.1,3.7,21.22,68.25,1.466667
83587,25/05/17,12:00:00,0,,18.5,,,,,
83587,26/05/17,00:00:00,,24,,8.8,4,20,68.5,1.666667
83587,26/05/17,12:00:00,0,,17.9,,,,,
83587,27/05/17,00:00:00,,25.3,,9,4.1,20.38,60.75,0.9
83587,27/05/17,12:00:00,0,,16.7,,,,,
83587,28/05/17,00:00:00,,25.7,,8.2,4.1,20.64,57.75,1.1
83587,28/05/17,12:00:00,0,,16.6,,,,,
83587,29/05/17,00:00:00,,26,,8.2,4.7,20.36,58.25,1.033333
83587,29/05/17,12:00:00,0,,16.6,,,,,
83587,30/05/17,00:00:00,,26.7,,8.8,3.4,20.38,54.5,0.5
83587,30/05/17,12:00:00,0,,15.3,,,,,
83587,31/05/17,00:00:00,,27.1,,9,5.2,20.68,52.5,1.033333
83587,31/05/17,12:00:00,0,,15.5,,,,,
83587,01/06/17,00:00:00,,29.2,,6.7,5.1,23.04,65,0.866667
83587,01/06/17,12:00:00,0,,16.9,,,,,
83587,02/06/17,00:00:00,,28.6,,8.8,5.2,22.62,51.25,1.066667
83587,02/06/17,12:00:00,0,,18.9,,,,,
83587,03/06/17,00:00:00,,26.5,,9,5.1,21.38,68.5,2.033333
83587,03/06/17,12:00:00,0,,18,,,,,
83587,04/06/17,00:00:00,,27.9,,8.5,3.6,,68.75,1.1
83587,04/06/17,12:00:00,0,,,,,,,
83587,05/06/17,00:00:00,,27.6,,7.4,3.2,21.96,63.75,0.633333
83587,05/06/17,12:00:00,0,,19,,,,,
83587,06/06/17,00:00:00,,29.2,,9,4.1,22.88,52.25,1.5
83587,06/06/17,12:00:00,0,,17.9,,,,,
83587,07/06/17,00:00:00,,30,,9,5.2,23.42,51,1.066667
83587,07/06/17,12:00:00,0,,18.1,,,,,
83587,08/06/17,00:00:00,,28.4,,8.8,5.8,22.68,57,1.066667
83587,08/06/17,12:00:00,0,,18.4,,,,,
83587,09/06/17,00:00:00,,29.3,,9,5,23.76,48.5,1.2
83587,09/06/17,12:00:00,0,,18.3,,,,,
83587,10/06/17,00:00:00,,27.8,,8.9,6.3,21.92,42.25,0.433333
83587,10/06/17,12:00:00,0,,17.4,,,,,
83587,11/06/17,00:00:00,,26.2,,7.7,7,20.9,68.75,1.333333
83587,11/06/17,12:00:00,0,,17.4,,,,,
83587,12/06/17,00:00:00,,25.5,,8.3,3.9,20.6,72.5,1.133333
