weather_station,date,hour,preciptation,max_temperature,min_temperature,Insolacao,evaporation,average_temperature,average_relative_humidity,average_wind_speed
83587,01/10/15,12:00:00,0,,21.8,,,,,
83587,02/10/15,00:00:00,,32.8,,9.6,10.8,23.68,61.25,1.7
83587,02/10/15,12:00:00,0,,19.6,,,,,
83587,03/10/15,00:00:00,,33.5,,6.6,9.3,26.78,41.25,1.4
83587,03/10/15,12:00:00,4.2,,19.2,,,,,
83587,04/10/15,00:00:00,,33.7,,6,10.5,27.64,41,0.6
83587,04/10/15,12:00:00,0.6,,23,,,,,
83587,05/10/15,00:00:00,,31,,6.8,7.8,24.04,62.5,1.266667
83587,05/10/15,12:00:00,0,,20.2,,,,,
83587,06/10/15,00:00:00,,28.2,,7.1,8.2,22.34,64.25,1.6
83587,06/10/15,12:00:00,0,,18.8,,,,,
83587,07/10/15,00:00:00,,30.8,,10,3.7,23.34,55.5,1.2
83587,07/10/15,12:00:00,0,,18,,,,,
83587,08/10/15,00:00:00,,31,,10.5,5.2,23.78,37,2.2
83587,08/10/15,12:00:00,0,,17,,,,,
83587,09/10/15,00:00:00,,31.6,,10.8,9.3,24.82,38.25,1.233333
83587,09/10/15,12:00:00,0,,18.8,,,,,
83587,10/10/15,00:00:00,,34.2,,10.3,9.4,26.96,31.5,1.033333
83587,10/10/15,12:00:00,0,,19.2,,,,,
83587,11/10/15,00:00:00,,32.2,,10.5,11.1,26.02,31.75,1.4
83587,11/10/15,12:00:00,0,,19.4,,,,,
83587,12/10/15,00:00:00,,32.6,,10.5,10.1,25.3,41.25,1.933333
83587,12/10/15,12:00:00,0,,20,,,,,
83587,13/10/15,00:00:00,,32.9,,9.4,11.6,26.24,37,1.133333
83587,13/10/15,12:00:00,0,,20.2,,,,,
83587,14/10/15,00:00:00,,33.8,,10.5,12.2,26.98,29.5,1.4
83587,14/10/15,12:00:00,0,,21,,,,,
83587,15/10/15,00:00:00,,36,,10.5,13.1,28.68,33,1.05
83587,15/10/15,12:00:00,0,,21.8,,,,,
83587,16/10/15,00:00:00,,36.9,,7.9,12.2,29.8,27,0.7
83587,16/10/15,12:00:00,0,,22.9,,,,,
83587,17/10/15,00:00:00,,37.1,,10,13.7,30,21.5,1.033333
83587,17/10/15,12:00:00,0,,23.2,,,,,
83587,18/10/15,00:00:00,,30.6,,9.7,14.2,25.38,55.75,1.733333
83587,18/10/15,12:00:00,0,,21.8,,,,,
83587,19/10/15,00:00:00,,30.2,,9.4,8.7,24.14,57.75,1.566667
83587,19/10/15,12:00:00,0,,19.8,,,,,
83587,20/10/15,00:00:00,,35.1,,10.1,6.1,26.8,47.5,1.433333
83587,20/10/15,12:00:00,0,,19.6,,,,,
83587,21/10/15,00:00:00,,36.2,,7.7,8.9,29.02,41,1.5
83587,21/10/15,12:00:00,0,,22.9,,,,,
83587,22/10/15,00:00:00,,37.4,,8.1,12.4,25.9,56.75,1.366667
83587,22/10/15,12:00:00,0,,20.4,,,,,
83587,23/10/15,00:00:00,,32.3,,6.6,7.4,25.12,57,1.233333
83587,23/10/15,12:00:00,21.6,,18.2,,,,,
83587,24/10/15,00:00:00,,30.2,,10.4,6.3,24.84,54,0.966667
83587,24/10/15,12:00:00,0,,20.2,,,,,
83587,25/10/15,00:00:00,,31.1,,10.6,6.9,25.64,45.25,1.4
83587,25/10/15,12:00:00,0,,20.2,,,,,
83587,26/10/15,00:00:00,,31.4,,8.2,8.4,25.14,53,1.6
83587,26/10/15,12:00:00,0,,20.2,,,,,
83587,27/10/15,00:00:00,,29.2,,2.2,8.8,22.46,74.5,1.366667
83587,27/10/15,12:00:00,0,,19.2,,,,,
83587,28/10/15,00:00:00,,24.2,,0,3.7,21.66,83,0.533333
83587,28/10/15,12:00:00,40.1,,18.4,,,,,
83587,29/10/15,00:00:00,,28.6,,4,1.9,23.34,62.25,1.266667
83587,29/10/15,12:00:00,1,,20,,,,,
83587,30/10/15,00:00:00,,29.4,,11.1,6.3,23.66,45.25,1.766667
83587,30/10/15,12:00:00,0,,16.8,,,,,
83587,31/10/15,00:00:00,,31.2,,10.2,7.7,25.42,48,1.466667
83587,31/10/15,12:00:00,0,,19.7,,,,,
83587,01/11/15,00:00:00,,30.2,,6.8,8.1,25.36,52.25,1.466667
83587,01/11/15,12:00:00,0,,20.9,,,,,
83587,02/11/15,00:00:00,,31.2,,6.9,7.8,26.26,45.75,1.066667
83587,02/11/15,12:00:00,0,,21.4,,,,,
83587,03/11/15,00:00:00,,33.4,,8.3,9.8,26.7,52.25,1.166667
83587,03/11/15,12:00:00,0,,21.8,,,,,
83587,04/11/15,00:00:00,,34.6,,8.8,8,28.3,36.25,0.9
83587,04/11/15,12:00:00,2.7,,22.2,,,,,
83587,05/11/15,00:00:00,,36,,9.4,10,29.92,32.25,0.766667
83587,05/11/15,12:00:00,0,,23.2,,,,,
83587,06/11/15,00:00:00,,34.6,,9.1,11.7,28.86,40,0.9
83587,06/11/15,12:00:00,0,,23.8,,,,,
83587,07/11/15,00:00:00,,34.3,,9.8,9.3,26.06,55.5,2.466667
83587,07/11/15,12:00:00,0,,21.9,,,,,
83587,08/11/15,00:00:00,,29,,3.8,7.5,24.62,57.25,2.066667
83587,08/11/15,12:00:00,0.8,,19,,,,,
83587,09/11/15,00:00:00,,29.3,,3.4,7.2,25.28,51.75,0.966667
83587,09/11/15,12:00:00,0,,21.8,,,,,
83587,10/11/15,00:00:00,,32.7,,11.1,7.1,26.78,45.75,1.4
83587,10/11/15,12:00:00,0,,21.9,,,,,
83587,11/11/15,00:00:00,,32.2,,9.6,9.8,27.28,47,0.5
83587,11/11/15,12:00:00,0,,21.8,,,,,
83587,12/11/15,00:00:00,,32.8,,4.7,7.5,27.56,51.5,0.55
83587,12/11/15,12:00:00,0,,23.2,,,,,
83587,13/11/15,00:00:00,,35,,7.7,7.1,26.26,60.5,1.866667
83587,13/11/15,12:00:00,0,,22,,,,,
83587,14/11/15,00:00:00,,31.2,,5.2,6.5,25.38,55.5,0.533333
83587,14/11/15,12:00:00,30.4,,18.6,,,,,
83587,15/11/15,00:00:00,,27.3,,0.1,6,24.98,65,0.966667
83587,15/11/15,12:00:00,0,,22.5,,,,,
83587,16/11/15,00:00:00,,27.4,,1.3,3.7,23.48,76,1.6
83587,16/11/15,12:00:00,6.8,,20.2,,,,,
83587,17/11/15,00:00:00,,26,,0.4,3.2,22.9,75.25,0.866667
83587,17/11/15,12:00:00,4.7,,20,,,,,
83587,18/11/15,00:00:00,,27.4,,4.1,5.9,22.9,76.75,0.933333
83587,18/11/15,12:00:00,68.6,,18.8,,,,,
83587,19/11/15,00:00:00,,32.6,,7.8,2.8,24.7,70.75,1.3
83587,19/11/15,12:00:00,0,,19.4,,,,,
83587,20/11/15,00:00:00,,28,,0.4,5,22.46,85.25,1.1
83587,20/11/15,12:00:00,14.2,,18.8,,,,,
83587,21/11/15,00:00:00,,29.8,,5.7,,24.18,69.25,0.7
83587,21/11/15,12:00:00,28,,18.6,,,,,
83587,22/11/15,00:00:00,,30.4,,8.8,10.9,24.14,65,0.833333
83587,22/11/15,12:00:00,0,,17.8,,,,,
83587,23/11/15,00:00:00,,27.5,,1.6,5.2,21.94,78.25,1.233333
83587,23/11/15,12:00:00,0,,17.8,,,,,
83587,24/11/15,00:00:00,,26,,1.7,2.4,21.98,69.5,0.866667
83587,24/11/15,12:00:00,22.3,,17,,,,,
83587,25/11/15,00:00:00,,28,,1.5,6.1,23.66,65.25,1.166667
83587,25/11/15,12:00:00,0,,19,,,,,
83587,26/11/15,00:00:00,,29.8,,6.4,,24.86,61.25,0.7
83587,26/11/15,12:00:00,0,,19.3,,,,,
83587,27/11/15,00:00:00,,27.8,,10.3,6.4,23.1,65.75,1.4
83587,27/11/15,12:00:00,0,,19.4,,,,,
83587,28/11/15,00:00:00,,30.8,,7.8,5.8,25.16,59.75,1.266667
83587,28/11/15,12:00:00,0,,18.7,,,,,
83587,29/11/15,00:00:00,,30.4,,5.8,6.3,24.26,72.25,0.7
83587,29/11/15,12:00:00,0,,20.7,,,,,
83587,30/11/15,00:00:00,,33,,8.6,4,26.46,59.5,1.066667
83587,30/11/15,12:00:00,5.8,,20.4,,,,,
83587,01/12/15,00:00:00,,30.1,,3.5,16.2,24.96,65.75,1.633333
83587,01/12/15,12:00:00,3,,20.6,,,,,
83587,02/12/15,00:00:00,,30.9,,5.6,6,24.48,80.25,0.8
83587,02/12/15,12:00:00,0,,21,,,,,
83587,03/12/15,00:00:00,,31.3,,8.1,2.1,24.62,64.75,0.4
83587,03/12/15,12:00:00,12.2,,19.8,,,,,
83587,04/12/15,00:00:00,,31.9,,8.9,5.6,26.06,56.75,1.433333
83587,04/12/15,12:00:00,0.6,,20.2,,,,,
83587,05/12/15,00:00:00,,31,,8,4.2,24.2,63,1.166667
83587,05/12/15,12:00:00,16.2,,18.9,,,,,
83587,06/12/15,00:00:00,,29.2,,5.4,5.6,24.48,68,0.9
83587,06/12/15,12:00:00,0,,20.9,,,,,
83587,07/12/15,00:00:00,,31,,6.4,3.8,24.34,66.25,1.7
83587,07/12/15,12:00:00,7.2,,19.3,,,,,
83587,08/12/15,00:00:00,,30.8,,5.5,3.8,23.82,72,0.866667
83587,08/12/15,12:00:00,13.8,,18.4,,,,,
83587,09/12/15,00:00:00,,26.4,,0,3.6,22.76,72.75,0.6
83587,09/12/15,12:00:00,20.9,,19.9,,,,,
83587,10/12/15,00:00:00,,30.4,,4.1,2.7,23.5,74.25,1.066667
83587,10/12/15,12:00:00,0.2,,19.2,,,,,
83587,11/12/15,00:00:00,,31.2,,6.9,4.1,24.46,74.5,0.7
83587,11/12/15,12:00:00,19.7,,19,,,,,
83587,12/12/15,00:00:00,,31.2,,4.4,18.7,25.34,58.25,1.233333
83587,12/12/15,12:00:00,2.5,,19.9,,,,,
83587,13/12/15,00:00:00,,29.6,,4.1,6.3,24.7,73,1.333333
83587,13/12/15,12:00:00,0,,21.4,,,,,
83587,14/12/15,00:00:00,,30.2,,10.7,4.6,25.28,52.25,1.666667
83587,14/12/15,12:00:00,2.7,,19.4,,,,,
83587,15/12/15,00:00:00,,31.2,,8.3,7.2,26.16,56.25,1.466667
83587,15/12/15,12:00:00,0,,21.1,,,,,
83587,16/12/15,00:00:00,,31.6,,10.2,1.4,26.38,47,1.333333
83587,16/12/15,12:00:00,0.1,,20.8,,,,,
83587,17/12/15,00:00:00,,30.7,,8.6,13.6,25.08,53.5,1.1
83587,17/12/15,12:00:00,0,,21.3,,,,,
83587,18/12/15,00:00:00,,29.8,,5.8,5.2,23.48,74.25,0.966667
83587,18/12/15,12:00:00,7.3,,17.3,,,,,
83587,19/12/15,00:00:00,,31.1,,9.1,3.3,24.28,53.75,0.766667
83587,19/12/15,12:00:00,20.6,,17.4,,,,,
83587,20/12/15,00:00:00,,29.8,,7.4,5.5,24.74,61,1.966667
83587,20/12/15,12:00:00,0.5,,19.2,,,,,
83587,21/12/15,00:00:00,,29,,8.6,5.9,24.72,54.75,1.633333
83587,21/12/15,12:00:00,2.8,,20.4,,,,,
83587,22/12/15,00:00:00,,29.6,,11.6,7.5,24.74,55,1.3
83587,22/12/15,12:00:00,0,,20.2,,,,,
83587,23/12/15,00:00:00,,30.2,,11,7.8,25.04,51,2.066667
83587,23/12/15,12:00:00,0,,19.8,,,,,
83587,24/12/15,00:00:00,,30.8,,11,8.2,25.54,48,2.066667
83587,24/12/15,12:00:00,0,,19.9,,,,,
83587,25/12/15,00:00:00,,30.2,,7,7.5,24.76,65.25,0.533333
83587,25/12/15,12:00:00,0,,21.9,,,,,
83587,26/12/15,00:00:00,,28.8,,5.3,5.2,23.26,73.25,0.933333
83587,26/12/15,12:00:00,4.8,,19,,,,,
83587,27/12/15,00:00:00,,26.9,,2.4,3.4,22.82,60.75,1.2
83587,27/12/15,12:00:00,4.6,,18.2,,,,,
83587,28/12/15,00:00:00,,28.5,,2.1,4.1,24.52,55,0.9
83587,28/12/15,12:00:00,0,,20,,,,,
83587,29/12/15,00:00:00,,28.1,,0.6,5.6,24.5,61,1.1
83587,29/12/15,12:00:00,0,,20.1,,,,,
83587,30/12/15,00:00:00,,27.5,,0.4,5.1,22.86,75.25,0.666667
83587,30/12/15,12:00:00,0,,17,,,,,
83587,31/12/15,00:00:00,,31.8,,10,3,25.66,56,0.966667
83587,31/12/15,12:00:00,12.6,,17.2,,,,,
83587,01/01/16,00:00:00,,32.9,,7.7,4.6,26.62,56.75,0.533333
83587,01/01/16,12:00:00,1.2,,20.4,,,,,
83587,02/01/16,00:00:00,,31.5,,2.9,7,25.3,68,0.7
83587,02/01/16,12:00:00,0,,20.4,,,,,
83587,03/01/16,00:00:00,,26.9,,0.6,5.1,22.52,79.25,0.433333
83587,03/01/16,12:00:00,6.2,,19.4,,,,,
83587,04/01/16,00:00:00,,24.7,,0,2.4,21.38,79.75,0.233333
83587,04/01/16,12:00:00,12.8,,18.4,,,,,
83587,05/01/16,00:00:00,,27.1,,7.5,2.5,22.04,62.5,1.533333
83587,05/01/16,12:00:00,7.2,,16.7,,,,,
83587,06/01/16,00:00:00,,30,,9.7,5.3,24.22,52.5,1.3
83587,06/01/16,12:00:00,0,,17.8,,,,,
83587,07/01/16,00:00:00,,30.1,,10.5,7,24.6,58.75,1.2
83587,07/01/16,12:00:00,0,,17.8,,,,,
83587,08/01/16,00:00:00,,30.4,,6,6,25.46,61.25,1.233333
83587,08/01/16,12:00:00,0,,20,,,,,
83587,09/01/16,00:00:00,,29.4,,4.8,7,25.26,69,1.066667
83587,09/01/16,12:00:00,0,,21.2,,,,,
83587,10/01/16,00:00:00,,31.2,,9.9,6,26.18,57,1.033333
83587,10/01/16,12:00:00,0.6,,21.2,,,,,
83587,11/01/16,00:00:00,,32,,9.4,7.5,26.84,53,1.2
83587,11/01/16,12:00:00,3.8,,21.2,,,,,
83587,12/01/16,00:00:00,,27.3,,0,7.7,22.5,90.75,0.966667
83587,12/01/16,12:00:00,2.5,,19.6,,,,,
83587,13/01/16,00:00:00,,24.2,,0.1,1.8,21.58,87.25,0.933333
83587,13/01/16,12:00:00,13.1,,18.7,,,,,
83587,14/01/16,00:00:00,,28.7,,3.9,1.6,23.96,74,1.4
83587,14/01/16,12:00:00,1.7,,19.2,,,,,
83587,15/01/16,00:00:00,,25.5,,0,3.2,22.14,92.25,1.033333
83587,15/01/16,12:00:00,9.5,,19.8,,,,,
83587,16/01/16,00:00:00,,22.4,,0,0.6,21.12,96.25,1.133333
83587,16/01/16,12:00:00,46.4,,19.1,,,,,
83587,17/01/16,00:00:00,,22.8,,0,0.5,20.14,91,1.166667
83587,17/01/16,12:00:00,108.1,,17.6,,,,,
83587,18/01/16,00:00:00,,26.3,,2.6,0.8,22.78,74.75,1.366667
83587,18/01/16,12:00:00,14.7,,18,,,,,
83587,19/01/16,00:00:00,,24.8,,0,2.3,21.54,93.25,1.133333
83587,19/01/16,12:00:00,17.8,,18.8,,,,,
83587,20/01/16,00:00:00,,26,,2.9,1.2,21.82,75.75,1.15
83587,20/01/16,12:00:00,32.8,,19,,,,,
83587,21/01/16,00:00:00,,27,,5.2,4.9,22.14,71.25,1.466667
83587,21/01/16,12:00:00,0,,18.2,,,,,
83587,22/01/16,00:00:00,,25.3,,1.9,4.2,21.16,71.5,1.233333
83587,22/01/16,12:00:00,0,,16.6,,,,,
83587,23/01/16,00:00:00,,29.2,,5.2,4.1,23.18,69.5,0.533333
83587,23/01/16,12:00:00,0,,18.1,,,,,
83587,24/01/16,00:00:00,,29.4,,3.7,5,22.84,70,1.133333
83587,24/01/16,12:00:00,0,,19.2,,,,,
83587,25/01/16,00:00:00,,29.4,,3.9,4,24.24,73.75,0.566667
83587,25/01/16,12:00:00,13.2,,19.7,,,,,
83587,26/01/16,00:00:00,,31.2,,9.5,3.3,24.7,67.25,0.5
83587,26/01/16,12:00:00,15.8,,17.7,,,,,
83587,27/01/16,00:00:00,,30.4,,7.3,4.8,25.72,66.5,1.066667
83587,27/01/16,12:00:00,0.4,,21.2,,,,,
83587,28/01/16,00:00:00,,28.7,,3.7,4.8,24.04,75.25,1.233333
83587,28/01/16,12:00:00,3.2,,20.7,,,,,
83587,29/01/16,00:00:00,,27.1,,3.6,2.6,22.62,73,1.233333
83587,29/01/16,12:00:00,16.2,,19.2,,,,,
83587,30/01/16,00:00:00,,30.2,,10.9,3.8,24.8,56,0.9
83587,30/01/16,12:00:00,1.7,,19,,,,,
83587,31/01/16,00:00:00,,31,,11.5,6.8,25.18,48.25,1.033333
83587,31/01/16,12:00:00,0,,19.3,,,,,
83587,01/02/16,00:00:00,,31.7,,9.2,8.2,26.16,54,0.6
83587,01/02/16,12:00:00,0,,20.1,,,,,
83587,02/02/16,00:00:00,,33.7,,9.9,5.5,26.8,47.5,0.833333
83587,02/02/16,12:00:00,0,,20.9,,,,,
83587,03/02/16,00:00:00,,31.3,,8.4,7,26.32,53.75,1.366667
83587,03/02/16,12:00:00,0,,21.5,,,,,
83587,04/02/16,00:00:00,,31.2,,6.9,5.9,25.84,57.75,0.7
83587,04/02/16,12:00:00,0,,21.6,,,,,
83587,05/02/16,00:00:00,,30.7,,7.8,5.9,25.5,55.5,1.2
83587,05/02/16,12:00:00,1.3,,20.7,,,,,
83587,06/02/16,00:00:00,,32.6,,9.1,5.5,26.46,46.75,1
83587,06/02/16,12:00:00,0,,20.2,,,,,
83587,07/02/16,00:00:00,,31.2,,9.1,7.8,26.02,51.25,1.2
83587,07/02/16,12:00:00,0,,21.6,,,,,
83587,08/02/16,00:00:00,,30.8,,8.7,7,25.08,51,0.966667
83587,08/02/16,12:00:00,0,,21.3,,,,,
83587,09/02/16,00:00:00,,31.8,,10.2,7.5,26.1,48,1.033333
83587,09/02/16,12:00:00,0,,20.4,,,,,
83587,10/02/16,00:00:00,,33.7,,9.8,8.9,27.2,47.5,0.9
83587,10/02/16,12:00:00,0,,20.6,,,,,
83587,11/02/16,00:00:00,,33.4,,8.2,7.7,26.9,52.5,1.233333
83587,11/02/16,12:00:00,0,,22.4,,,,,
83587,12/02/16,00:00:00,,30.6,,4.9,8.1,23.66,68.5,1.3
83587,12/02/16,12:00:00,0,,18.8,,,,,
83587,13/02/16,00:00:00,,27.5,,7.1,5,23.54,71.25,1.6
83587,13/02/16,12:00:00,85.4,,18.8,,,,,
83587,14/02/16,00:00:00,,31.4,,8.3,4.2,25.56,61.25,0.7
83587,14/02/16,12:00:00,0,,20.6,,,,,
83587,15/02/16,00:00:00,,31.7,,6.4,5.7,24.82,64.25,1.7
83587,15/02/16,12:00:00,0,,21.6,,,,,
83587,16/02/16,00:00:00,,31.9,,8.5,5.8,26.1,57.25,1.633333
83587,16/02/16,12:00:00,1,,20.1,,,,,
83587,17/02/16,00:00:00,,32.8,,8.8,6.6,27.54,50.25,1.2
83587,17/02/16,12:00:00,0,,22.2,,,,,
83587,18/02/16,00:00:00,,29.8,,1.4,6.7,24.66,57.75,0.9
83587,18/02/16,12:00:00,16,,18.6,,,,,
83587,19/02/16,00:00:00,,30.3,,0.9,6.2,24.84,65,0.866667
83587,19/02/16,12:00:00,0,,21.2,,,,,
83587,20/02/16,00:00:00,,32,,10.2,1.9,26.58,45.5,1.266667
83587,20/02/16,12:00:00,0.6,,21,,,,,
83587,21/02/16,00:00:00,,31.1,,8.2,0,26.12,56.5,0.933333
83587,21/02/16,12:00:00,0,,21.6,,,,,
83587,22/02/16,00:00:00,,29,,8.2,,24.92,58.5,1.3
83587,22/02/16,12:00:00,0.9,,20.9,,,,,
83587,23/02/16,00:00:00,,29.5,,9,6.4,25.26,52,1.6
83587,23/02/16,12:00:00,0,,20.6,,,,,
83587,24/02/16,00:00:00,,31.1,,9.2,7.2,25.64,54.5,1.133333
83587,24/02/16,12:00:00,0,,20.7,,,,,
83587,25/02/16,00:00:00,,32.1,,6,3.7,23.22,67.5,1.033333
83587,25/02/16,12:00:00,0,,18,,,,,
83587,26/02/16,00:00:00,,28.8,,3.4,5.8,22.32,75.5,0.833333
83587,26/02/16,12:00:00,49.6,,18,,,,,
83587,27/02/16,00:00:00,,32,,7.6,3,24.14,70.25,1.633333
83587,27/02/16,12:00:00,9.7,,18.8,,,,,
83587,28/02/16,00:00:00,,30.4,,3.8,3.5,23.82,74.25,0.5
83587,28/02/16,12:00:00,4,,20.2,,,,,
83587,29/02/16,00:00:00,,29.7,,1.6,3,23.92,71.25,0.533333
83587,29/02/16,12:00:00,7.2,,19.7,,,,,
83587,01/03/16,00:00:00,,28.4,,6.4,4,23.8,65,1.6
83587,01/03/16,12:00:00,34.6,,19,,,,,
83587,02/03/16,00:00:00,,29.2,,7,5.4,24.42,58,1.433333
83587,02/03/16,12:00:00,0,,19.9,,,,,
83587,03/03/16,00:00:00,,29,,1.9,6.7,24.32,68.5,0.7
83587,03/03/16,12:00:00,0,,20.2,,,,,
83587,04/03/16,00:00:00,,28.1,,4.1,3.8,22.88,77.25,0.5
83587,04/03/16,12:00:00,5.9,,19,,,,,
83587,05/03/16,00:00:00,,26.9,,1.9,2,22.32,73.75,0.8
83587,05/03/16,12:00:00,23,,17.5,,,,,
83587,06/03/16,00:00:00,,29.4,,5.2,2.8,24.72,66,0.8
83587,06/03/16,12:00:00,0,,19.2,,,,,
83587,07/03/16,00:00:00,,28.8,,2.1,4.6,24.02,72.25,1.1
83587,07/03/16,12:00:00,0.6,,20,,,,,
83587,08/03/16,00:00:00,,29.7,,7.7,3.6,24.44,55.5,1.466667
83587,08/03/16,12:00:00,1.2,,19.9,,,,,
83587,09/03/16,00:00:00,,28.6,,9.2,3.4,24.16,58,1.133333
83587,09/03/16,12:00:00,0,,19.9,,,,,
83587,10/03/16,00:00:00,,31.5,,8.4,6,25.74,53,1.933333
83587,10/03/16,12:00:00,0,,20.2,,,,,
83587,11/03/16,00:00:00,,28.6,,2.4,6.4,25,70,0.766667
83587,11/03/16,12:00:00,0,,21.7,,,,,
83587,12/03/16,00:00:00,,25,,0,3.4,22.36,83.75,1.033333
83587,12/03/16,12:00:00,0.9,,20.1,,,,,
83587,13/03/16,00:00:00,,28.1,,6.7,1.9,23.48,81.25,0.766667
83587,13/03/16,12:00:00,6.6,,18.8,,,,,
83587,14/03/16,00:00:00,,26.9,,3.5,3.2,22.96,76,1.366667
83587,14/03/16,12:00:00,2.4,,19.2,,,,,
83587,15/03/16,00:00:00,,28.2,,10,3.5,23.28,61,1.366667
83587,15/03/16,12:00:00,2.8,,18.7,,,,,
83587,16/03/16,00:00:00,,27.9,,6.6,5.7,23.86,56,1.333333
83587,16/03/16,12:00:00,0.9,,18.4,,,,,
83587,17/03/16,00:00:00,,27.8,,6.3,5.4,23.42,61.25,1.033333
83587,17/03/16,12:00:00,0,,19.2,,,,,
83587,18/03/16,00:00:00,,29.3,,6.8,5.2,23.52,63,0.666667
83587,18/03/16,12:00:00,0,,18.7,,,,,
83587,19/03/16,00:00:00,,29.3,,7.3,4.3,24.36,61,0.666667
83587,19/03/16,12:00:00,0,,18.8,,,,,
83587,20/03/16,00:00:00,,30,,8.8,5.6,24.58,56.75,1.433333
83587,20/03/16,12:00:00,0,,19.4,,,,,
83587,21/03/16,00:00:00,,29.7,,8.1,6.1,24.04,59.25,1.333333
83587,21/03/16,12:00:00,0,,18.5,,,,,
83587,22/03/16,00:00:00,,31.3,,8.9,5.3,25.56,53.5,1.333333
83587,22/03/16,12:00:00,0,,19.2,,,,,
83587,23/03/16,00:00:00,,30.9,,5.3,5.4,25.38,62.25,0.566667
83587,23/03/16,12:00:00,0,,20.6,,,,,
83587,24/03/16,00:00:00,,27.8,,2.1,3.7,22.66,71,1.5
83587,24/03/16,12:00:00,23.4,,17.3,,,,,
83587,25/03/16,00:00:00,,29.2,,7.1,3.2,24.14,63,1.8
83587,25/03/16,12:00:00,10,,18.2,,,,,
83587,26/03/16,00:00:00,,28.2,,0.5,5,23.3,78.25,1.2
83587,26/03/16,12:00:00,0,,20.9,,,,,
83587,27/03/16,00:00:00,,29.8,,8.2,2.6,24.74,62.25,0.8
83587,27/03/16,12:00:00,0.8,,19.4,,,,,
83587,28/03/16,00:00:00,,29.1,,8.1,6.2,24.72,57.5,1.833333
83587,28/03/16,12:00:00,0,,20.3,,,,,
83587,29/03/16,00:00:00,,29.5,,7.9,6,25.2,55,1.533333
83587,29/03/16,12:00:00,0,,20.6,,,,,
83587,30/03/16,00:00:00,,29,,8.6,4.5,24.74,59.5,1.466667
83587,30/03/16,12:00:00,0,,20.2,,,,,
83587,31/03/16,00:00:00,,29.4,,3.4,7.1,24.58,60.25,1.6
83587,31/03/16,12:00:00,0,,20.3,,,,,
83587,01/04/16,00:00:00,,30.1,,7.6,5.4,25.02,55.75,0.733333
83587,01/04/16,12:00:00,0,,19.3,,,,,
83587,02/04/16,00:00:00,,29.5,,4.5,5.6,24.12,65.5,1
83587,02/04/16,12:00:00,0.1,,20.1,,,,,
83587,03/04/16,00:00:00,,30.3,,6.8,4.2,25.2,59.25,1.033333
83587,03/04/16,12:00:00,0,,20.3,,,,,
83587,04/04/16,00:00:00,,30.3,,7.4,5.1,25.46,61.5,0.833333
83587,04/04/16,12:00:00,0,,20.2,,,,,
83587,05/04/16,00:00:00,,29.2,,7,6.8,24.7,53.75,0.933333
83587,05/04/16,12:00:00,0,,20,,,,,
83587,06/04/16,00:00:00,,29,,7.6,6.1,23.92,57.25,1.133333
83587,06/04/16,12:00:00,0,,18.8,,,,,
83587,07/04/16,00:00:00,,30.3,,6.9,5.5,24.84,54.75,0.766667
83587,07/04/16,12:00:00,0,,19.8,,,,,
83587,08/04/16,00:00:00,,31.4,,8.4,5.4,25.72,47.75,1.133333
83587,08/04/16,12:00:00,0,,20.2,,,,,
83587,09/04/16,00:00:00,,31.2,,8.6,6.4,25.56,48,1.2
83587,09/04/16,12:00:00,0,,20.4,,,,,
83587,10/04/16,00:00:00,,30.8,,8,6.4,25.6,45.75,1.733333
83587,10/04/16,12:00:00,0,,20,,,,,
83587,11/04/16,00:00:00,,29.5,,8.6,8.1,24.44,47.75,1.233333
83587,11/04/16,12:00:00,0,,19.9,,,,,
83587,12/04/16,00:00:00,,30.2,,8.6,7.4,24.54,53.25,1.666667
83587,12/04/16,12:00:00,0,,19.1,,,,,
83587,13/04/16,00:00:00,,29,,7.6,2.9,24.26,56,1.7
83587,13/04/16,12:00:00,0,,19.7,,,,,
83587,14/04/16,00:00:00,,29.6,,8.5,10.5,24.58,51.5,1.7
83587,14/04/16,12:00:00,0,,19.4,,,,,
83587,15/04/16,00:00:00,,30.2,,8.2,6.8,24.84,48.25,1.166667
83587,15/04/16,12:00:00,0,,19,,,,,
83587,16/04/16,00:00:00,,28.9,,9.1,7.1,23.98,50.5,1.366667
83587,16/04/16,12:00:00,0,,19.9,,,,,
83587,17/04/16,00:00:00,,28.4,,8.7,7.3,23.58,60.25,1.066667
83587,17/04/16,12:00:00,0,,19.4,,,,,
83587,18/04/16,00:00:00,,28.5,,7.7,5.7,23.84,58.25,0.933333
83587,18/04/16,12:00:00,0,,18.9,,,,,
83587,19/04/16,00:00:00,,28.6,,7.8,5.9,23.52,54.5,1.466667
83587,19/04/16,12:00:00,0,,18.9,,,,,
83587,20/04/16,00:00:00,,28,,7.8,7,23.36,59,0.9
83587,20/04/16,12:00:00,0,,18.6,,,,,
83587,21/04/16,00:00:00,,28.7,,8.6,5.3,24.08,56.5,1.066667
83587,21/04/16,12:00:00,0,,19.4,,,,,
83587,22/04/16,00:00:00,,30.2,,6.6,5.8,24.8,54,1.233333
83587,22/04/16,12:00:00,0,,20,,,,,
83587,23/04/16,00:00:00,,29.1,,9.3,5.9,24.1,47.25,1.033333
83587,23/04/16,12:00:00,0.2,,19.6,,,,,
83587,24/04/16,00:00:00,,28.5,,9.5,0,22.62,52.25,0.833333
